"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookAuthorComparatorLevenshtein record1Value","[2] BookAuthorComparatorLevenshtein record2Value","[2] BookAuthorComparatorLevenshtein record1PreprocessedValue","[2] BookAuthorComparatorLevenshtein record2PreprocessedValue","[2] BookAuthorComparatorLevenshtein similarity","[2] BookAuthorComparatorLevenshtein postproccesedSimilarity","[3] BookPublisherComparatorJaccard record1Value","[3] BookPublisherComparatorJaccard record2Value","[3] BookPublisherComparatorJaccard record1PreprocessedValue","[3] BookPublisherComparatorJaccard record2PreprocessedValue","[3] BookPublisherComparatorJaccard similarity","[3] BookPublisherComparatorJaccard postproccesedSimilarity","[4] BookPublisherComparatorLevenshtein record1Value","[4] BookPublisherComparatorLevenshtein record2Value","[4] BookPublisherComparatorLevenshtein record1PreprocessedValue","[4] BookPublisherComparatorLevenshtein record2PreprocessedValue","[4] BookPublisherComparatorLevenshtein similarity","[4] BookPublisherComparatorLevenshtein postproccesedSimilarity","[5] BookPageComparator100Page record1Value","[5] BookPageComparator100Page record2Value","[5] BookPageComparator100Page record1PreprocessedValue","[5] BookPageComparator100Page record2PreprocessedValue","[5] BookPageComparator100Page similarity","[5] BookPageComparator100Page postproccesedSimilarity","[6] BookPageComparator50Page record1Value","[6] BookPageComparator50Page record2Value","[6] BookPageComparator50Page record1PreprocessedValue","[6] BookPageComparator50Page record2PreprocessedValue","[6] BookPageComparator50Page similarity","[6] BookPageComparator50Page postproccesedSimilarity"
"WekaMatchingRule","recommendation_166120","goodreads_44390","0.06447831184056271","0","the samurai","the samurai","the samurai","the samurai","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Julia Kristeva","Shūsaku Endō","Julia Kristeva","Shūsaku Endō","0.1428571428571429","0.0","columbia university press",,"columbia university press",,"0.0","0.0","columbia university press",,"columbia university press",,"0.0","0.0","0","272","0","272","0.0","0.0","0","272","0","272","0.0","0.0"
"WekaMatchingRule","recommendation_22177","goodreads_6541","0.9391025641025641","1","the pleasure of finding things out: the best short works of richard p. feynman","the pleasure of finding things out: the best short works of richard p. feynman","the pleasure of finding things out: the best short works of richard p. feynman","the pleasure of finding things out: the best short works of richard p. feynman","1.0","1.0","Richard P. Feynman","Richard Feynman","Richard P. Feynman","Richard Feynman","0.6666666666666666","1.0","Richard P. Feynman","Richard Feynman","Richard P. Feynman","Richard Feynman","0.8333333333333334","1.0","perseus books group",,"perseus books group",,"0.0","0.0","perseus books group",,"perseus books group",,"0.0","0.0","0","270","0","270","0.0","0.0","0","270","0","270","0.0","0.0"
"WekaMatchingRule","recommendation_192852","goodreads_24336","0.06447831184056271","0","devices and desires","devices and desires","devices and desires","devices and desires","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","P.D. James","K.J. Parker","P.D. James","K.J. Parker","0.4545454545454546","0.0","warner books",,"warner books",,"0.0","0.0","warner books",,"warner books",,"0.0","0.0","0","635","0","635","0.0","0.0","0","635","0","635","0.0","0.0"
"WekaMatchingRule","recommendation_139732","goodreads_1066","0.9391025641025641","1","journey to the center of the earth","journey to the center of the earth","journey to the center of the earth","journey to the center of the earth","1.0","1.0","Jules Verne","Jules Verne","Jules Verne","Jules Verne","1.0","1.0","Jules Verne","Jules Verne","Jules Verne","Jules Verne","1.0","1.0","scholastic incorporated",,"scholastic incorporated",,"0.0","0.0","scholastic incorporated",,"scholastic incorporated",,"0.0","0.0","0","240","0","240","0.0","0.0","0","240","0","240","0.0","0.0"
"WekaMatchingRule","recommendation_2543","goodreads_45270","0.9391025641025641","1","the ear, the eye, and the arm","the ear, the eye, and the arm","the ear, the eye, and the arm","the ear, the eye, and the arm","1.0","1.0","Nancy Farmer","Nancy Farmer","Nancy Farmer","Nancy Farmer","1.0","1.0","Nancy Farmer","Nancy Farmer","Nancy Farmer","Nancy Farmer","1.0","1.0","puffin books",,"puffin books",,"0.0","0.0","puffin books",,"puffin books",,"0.0","0.0","0","311","0","311","0.0","0.0","0","311","0","311","0.0","0.0"
"WekaMatchingRule","recommendation_238157","goodreads_46629","0.9391025641025641","0","the hound of the baskervilles","the hound of the baskervilles","the hound of the baskervilles","the hound of the baskervilles","1.0","1.0","Sir Arthur Conan Doyle","Arthur Conan Doyle","Sir Arthur Conan Doyle","Arthur Conan Doyle","0.75","1.0","Sir Arthur Conan Doyle","Arthur Conan Doyle","Sir Arthur Conan Doyle","Arthur Conan Doyle","0.8181818181818181","1.0","pages publishing group",,"pages publishing group",,"0.0","0.0","pages publishing group",,"pages publishing group",,"0.0","0.0","0","140","0","140","0.0","0.0","0","140","0","140","0.0","0.0"
"WekaMatchingRule","recommendation_180106","goodreads_19612","0.06447831184056271","0","das nibelungenlied","das nibelungenlied","das nibelungenlied","das nibelungenlied","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Ursula Schultzw","Uwe Johnson","Ursula Schultzw","Uwe Johnson","0.19999999999999996","0.0","philipp reclam, jun verlag gmbh",,"philipp reclam, jun verlag gmbh",,"0.0","0.0","philipp reclam, jun verlag gmbh",,"philipp reclam, jun verlag gmbh",,"0.0","0.0","0","262","0","262","0.0","0.0","0","262","0","262","0.0","0.0"
"WekaMatchingRule","recommendation_21133","goodreads_145","0.9391025641025641","1","perfume: the story of a murderer","perfume: the story of a murderer","perfume: the story of a murderer","perfume: the story of a murderer","1.0","1.0","Patrick Suskind","Patrick Süskind","Patrick Suskind","Patrick Süskind","0.3333333333333333","0.0","Patrick Suskind","Patrick Süskind","Patrick Suskind","Patrick Süskind","0.9333333333333333","1.0","random house inc",,"random house inc",,"0.0","0.0","random house inc",,"random house inc",,"0.0","0.0","0","263","0","263","0.0","0.0","0","263","0","263","0.0","0.0"
"WekaMatchingRule","recommendation_73022","goodreads_40064","0.06447831184056271","1","keeper of the king","keeper of the king","keeper of the king","keeper of the king","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","P.N. Elrod","Nigel Bennett","P.N. Elrod","Nigel Bennett","0.15384615384615385","0.0","baen",,"baen",,"0.0","0.0","baen",,"baen",,"0.0","0.0","0","416","0","416","0.0","0.0","0","416","0","416","0.0","0.0"
"WekaMatchingRule","recommendation_237977","goodreads_5289","0.9391025641025641","1","coin locker babies","coin locker babies","coin locker babies","coin locker babies","1.0","1.0","Ryu Murakami","Ryū Murakami","Ryu Murakami","Ryū Murakami","0.3333333333333333","0.0","Ryu Murakami","Ryū Murakami","Ryu Murakami","Ryū Murakami","0.9166666666666666","1.0","kodansha international (jpn)",,"kodansha international (jpn)",,"0.0","0.0","kodansha international (jpn)",,"kodansha international (jpn)",,"0.0","0.0","0","393","0","393","0.0","0.0","0","393","0","393","0.0","0.0"
"WekaMatchingRule","recommendation_28450","goodreads_57","0.9391025641025641","1","lolita","lolita","lolita","lolita","1.0","1.0","Vladimir Vladimirovich Nabokov","Vladimir Nabokov","Vladimir Vladimirovich Nabokov","Vladimir Nabokov","0.6666666666666666","1.0","Vladimir Vladimirovich Nabokov","Vladimir Nabokov","Vladimir Vladimirovich Nabokov","Vladimir Nabokov","0.5333333333333333","1.0","gallimard",,"gallimard",,"0.0","0.0","gallimard",,"gallimard",,"0.0","0.0","0","417","0","417","0.0","0.0","0","417","0","417","0.0","0.0"
"WekaMatchingRule","recommendation_22008","goodreads_886","0.06447831184056271","1","the long walk","the long walk","the long walk","the long walk","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Stephen King","Richard Bachman","Stephen King","Richard Bachman","0.06666666666666665","0.0","signet book",,"signet book",,"0.0","0.0","signet book",,"signet book",,"0.0","0.0","0","370","0","370","0.0","0.0","0","370","0","370","0.0","0.0"
"WekaMatchingRule","recommendation_5990","goodreads_15827","0.06447831184056271","1","betrayal in death","betrayal in death","betrayal in death","betrayal in death","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Nora Roberts","J.D. Robb","Nora Roberts","J.D. Robb","0.33333333333333337","0.0","berkley publishing group",,"berkley publishing group",,"0.0","0.0","berkley publishing group",,"berkley publishing group",,"0.0","0.0","0","355","0","355","0.0","0.0","0","355","0","355","0.0","0.0"
"WekaMatchingRule","recommendation_188059","goodreads_6566","0.06447831184056271","0","fault lines","fault lines","fault lines","fault lines","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Anna Salter","Nancy Huston","Anna Salter","Nancy Huston","0.33333333333333337","0.0","pocket star",,"pocket star",,"0.0","0.0","pocket star",,"pocket star",,"0.0","0.0","0","326","0","326","0.0","0.0","0","326","0","326","0.0","0.0"
"WekaMatchingRule","recommendation_84652","goodreads_50048","0.9391025641025641","1","why we can't wait","why we can't wait","why we can't wait","why we can't wait","1.0","1.0","Martin Luther King","Martin Luther King Jr.","Martin Luther King","Martin Luther King Jr.","0.75","1.0","Martin Luther King","Martin Luther King Jr.","Martin Luther King","Martin Luther King Jr.","0.8181818181818181","1.0","signet book",,"signet book",,"0.0","0.0","signet book",,"signet book",,"0.0","0.0","0","240","0","240","0.0","0.0","0","240","0","240","0.0","0.0"
"WekaMatchingRule","recommendation_103862","goodreads_47787","0.06447831184056271","0","avalon","avalon","avalon","avalon","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Serena Carrington","Anya Seton","Serena Carrington","Anya Seton","0.2941176470588235","0.0","writers club press",,"writers club press",,"0.0","0.0","writers club press",,"writers club press",,"0.0","0.0","0","440","0","440","0.0","0.0","0","440","0","440","0.0","0.0"
"WekaMatchingRule","recommendation_19575","goodreads_43490","0.06447831184056271","0","separation","separation","separation","separation","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Dan Franck","Stylo Fantome","Dan Franck","Stylo Fantome","0.23076923076923073","0.0","vintage books usa",,"vintage books usa",,"0.0","0.0","vintage books usa",,"vintage books usa",,"0.0","0.0","0","251","0","251","0.0","0.0","0","251","0","251","0.0","0.0"
"WekaMatchingRule","recommendation_48799","goodreads_18140","0.06447831184056271","0","all fall down","all fall down","all fall down","all fall down","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Lee Gruenfeld","Ally Carter","Lee Gruenfeld","Ally Carter","0.15384615384615385","0.0","warner books",,"warner books",,"0.0","0.0","warner books",,"warner books",,"0.0","0.0","0","312","0","312","0.0","0.0","0","312","0","312","0.0","0.0"
"WekaMatchingRule","recommendation_183009","goodreads_51559","0.06447831184056271","0","going home","going home","going home","going home","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Doris Lessing","James D. Shipman","Doris Lessing","James D. Shipman","0.25","0.0","perennial",,"perennial",,"0.0","0.0","perennial",,"perennial",,"0.0","0.0","0","365","0","365","0.0","0.0","0","365","0","365","0.0","0.0"
"WekaMatchingRule","recommendation_65047","goodreads_33046","0.06447831184056271","0","relic","relic","relic","relic","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Douglas Preston","Heather Terrell","Douglas Preston","Heather Terrell","0.06666666666666665","0.0","st martins pr",,"st martins pr",,"0.0","0.0","st martins pr",,"st martins pr",,"0.0","0.0","0","288","0","288","0.0","0.0","0","288","0","288","0.0","0.0"
"WekaMatchingRule","recommendation_251124","goodreads_917","0.06447831184056271","0","cry wolf","cry wolf","cry wolf","cry wolf","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Wilbur A. Smith","Patricia Briggs","Wilbur A. Smith","Patricia Briggs","0.1333333333333333","0.0","bantam dell pub group",,"bantam dell pub group",,"0.0","0.0","bantam dell pub group",,"bantam dell pub group",,"0.0","0.0","0","294","0","294","0.0","0.0","0","294","0","294","0.0","0.0"
"WekaMatchingRule","recommendation_117039","goodreads_50752","0.9391025641025641","1","the letters of j.r.r. tolkien","the letters of j.r.r. tolkien","the letters of j.r.r. tolkien","the letters of j.r.r. tolkien","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0","houghton mifflin",,"houghton mifflin",,"0.0","0.0","houghton mifflin",,"houghton mifflin",,"0.0","0.0","0","502","0","502","0.0","0.0","0","502","0","502","0.0","0.0"
"WekaMatchingRule","recommendation_261304","goodreads_18380","0.06447831184056271","0","harvest","harvest","harvest","harvest","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Christopher Hart","Beth Martinu","Christopher Hart","Beth Martinu","0.1875","0.0","faber &amp; faber ltd",,"faber &amp; faber ltd",,"0.0","0.0","faber &amp; faber ltd",,"faber &amp; faber ltd",,"0.0","0.0","0","220","0","220","0.0","0.0","0","220","0","220","0.0","0.0"
"WekaMatchingRule","recommendation_211257","goodreads_44166","0.06447831184056271","0","seduced","seduced","seduced","seduced","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","John Patrick","Melody Anne","John Patrick","Melody Anne","0.08333333333333337","0.0","starbooks/flf",,"starbooks/flf",,"0.0","0.0","starbooks/flf",,"starbooks/flf",,"0.0","0.0","0","325","0","325","0.0","0.0","0","325","0","325","0.0","0.0"
"WekaMatchingRule","recommendation_125626","goodreads_5033","0.06447831184056271","0","family matters","family matters","family matters","family matters","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Justine Wittich","Rohinton Mistry","Justine Wittich","Rohinton Mistry","0.19999999999999996","0.0","thorndike pr",,"thorndike pr",,"0.0","0.0","thorndike pr",,"thorndike pr",,"0.0","0.0","0","500","0","500","0.0","0.0","0","500","0","500","0.0","0.0"
"WekaMatchingRule","recommendation_64059","goodreads_5129","0.9391025641025641","1","a personal matter","a personal matter","a personal matter","a personal matter","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Kenzaburo OÃ«","Kenzaburō Ōe","Kenzaburo OÃ«","Kenzaburō Ōe","0.6923076923076923","1.0","grove press",,"grove press",,"0.0","0.0","grove press",,"grove press",,"0.0","0.0","0","165","0","165","0.0","0.0","0","165","0","165","0.0","0.0"
"WekaMatchingRule","recommendation_52307","goodreads_2730","0.9391025641025641","1","to a god unknown","to a god unknown","to a god unknown","to a god unknown","1.0","1.0","John, Steinbeck","John Steinbeck","John, Steinbeck","John Steinbeck","1.0","1.0","John, Steinbeck","John Steinbeck","John, Steinbeck","John Steinbeck","0.9333333333333333","1.0","penguin usa",,"penguin usa",,"0.0","0.0","penguin usa",,"penguin usa",,"0.0","0.0","0","240","0","240","0.0","0.0","0","240","0","240","0.0","0.0"
"WekaMatchingRule","recommendation_18817","goodreads_11051","0.9391025641025641","1","the sound of waves","the sound of waves","the sound of waves","the sound of waves","1.0","1.0","Yukio Pseud Mishima","Yukio Mishima","Yukio Pseud Mishima","Yukio Mishima","0.6666666666666666","1.0","Yukio Pseud Mishima","Yukio Mishima","Yukio Pseud Mishima","Yukio Mishima","0.6842105263157895","1.0","berkley pub group",,"berkley pub group",,"0.0","0.0","berkley pub group",,"berkley pub group",,"0.0","0.0","0","183","0","183","0.0","0.0","0","183","0","183","0.0","0.0"
"WekaMatchingRule","recommendation_66157","goodreads_26942","0.06447831184056271","1","saving private ryan","saving private ryan","saving private ryan","saving private ryan","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Max Allan Collins","Jacqueline Kehl","Max Allan Collins","Jacqueline Kehl","0.23529411764705888","0.0","penguin books ltd",,"penguin books ltd",,"0.0","0.0","penguin books ltd",,"penguin books ltd",,"0.0","0.0","0","103","0","103","0.0","0.0","0","103","0","103","0.0","0.0"
"WekaMatchingRule","recommendation_198416","goodreads_7134","0.9391025641025641","1","mary poppins comes back","mary poppins comes back","mary poppins comes back","mary poppins comes back","1.0","1.0","P. L. Travers","P.L. Travers","P. L. Travers","P.L. Travers","1.0","1.0","P. L. Travers","P.L. Travers","P. L. Travers","P.L. Travers","0.9230769230769231","1.0","harcourt",,"harcourt",,"0.0","0.0","harcourt",,"harcourt",,"0.0","0.0","0","268","0","268","0.0","0.0","0","268","0","268","0.0","0.0"
"WekaMatchingRule","recommendation_153714","goodreads_11156","0.9391025641025641","1","how to be good","how to be good","how to be good","how to be good","1.0","1.0","Nick Hornby","Nick Hornby","Nick Hornby","Nick Hornby","1.0","1.0","Nick Hornby","Nick Hornby","Nick Hornby","Nick Hornby","1.0","1.0","putnam adult",,"putnam adult",,"0.0","0.0","putnam adult",,"putnam adult",,"0.0","0.0","0","305","0","305","0.0","0.0","0","305","0","305","0.0","0.0"
"WekaMatchingRule","recommendation_125949","goodreads_28495","0.06447831184056271","0","fallen","fallen","fallen","fallen","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","KATHLEEN GEORGE","Lauren Kate","KATHLEEN GEORGE","Lauren Kate","0.33333333333333337","0.0","dell",,"dell",,"0.0","0.0","dell",,"dell",,"0.0","0.0","0","452","0","452","0.0","0.0","0","452","0","452","0.0","0.0"
"WekaMatchingRule","recommendation_60685","goodreads_25182","0.06447831184056271","0","lucky starr and the oceans of venus","lucky starr and the oceans of venus","lucky starr and the oceans of venus","lucky starr and the oceans of venus","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Paul French","Isaac Asimov","Paul French","Isaac Asimov","0.16666666666666663","0.0","del rey books",,"del rey books",,"0.0","0.0","del rey books",,"del rey books",,"0.0","0.0","0","142","0","142","0.0","0.0","0","142","0","142","0.0","0.0"
"WekaMatchingRule","recommendation_23384","goodreads_53016","0.06447831184056271","0","the eagle and the raven","the eagle and the raven","the eagle and the raven","the eagle and the raven","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","James A. Michener","Pauline Gedge","James A. Michener","Pauline Gedge","0.17647058823529416","0.0","tor books",,"tor books",,"0.0","0.0","tor books",,"tor books",,"0.0","0.0","0","704","0","704","0.0","0.0","0","704","0","704","0.0","0.0"
"WekaMatchingRule","recommendation_219253","goodreads_34568","0.06447831184056271","1","the blue island","the blue island","the blue island","the blue island","1.0","1.0","Stead","William T. Stead","Stead","William T. Stead","0.3333333333333333","0.0","Stead","William T. Stead","Stead","William T. Stead","0.3125","0.0","health research",,"health research",,"0.0","0.0","health research",,"health research",,"0.0","0.0","0","156","0","156","0.0","0.0","0","156","0","156","0.0","0.0"
"WekaMatchingRule","recommendation_67567","goodreads_30044","0.06447831184056271","0","nova","nova","nova","nova","1.0","1.0","Samuel R. Delany","Keith R.A. DeCandido","Samuel R. Delany","Keith R.A. DeCandido","0.16666666666666666","0.0","Samuel R. Delany","Keith R.A. DeCandido","Samuel R. Delany","Keith R.A. DeCandido","0.35","0.0","spectra books",,"spectra books",,"0.0","0.0","spectra books",,"spectra books",,"0.0","0.0","0","320","0","320","0.0","0.0","0","320","0","320","0.0","0.0"
"WekaMatchingRule","recommendation_2793","goodreads_3004","0.9391025641025641","1","the deed of paksenarrion","the deed of paksenarrion","the deed of paksenarrion","the deed of paksenarrion","1.0","1.0","Elizabeth Moon","Elizabeth Moon","Elizabeth Moon","Elizabeth Moon","1.0","1.0","Elizabeth Moon","Elizabeth Moon","Elizabeth Moon","Elizabeth Moon","1.0","1.0","baen",,"baen",,"0.0","0.0","baen",,"baen",,"0.0","0.0","0","1040","0","1040","0.0","0.0","0","1040","0","1040","0.0","0.0"
"WekaMatchingRule","recommendation_218345","goodreads_11161","0.06447831184056271","0","dreamland","dreamland","dreamland","dreamland","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Kevin Baker","Alyson Noel","Kevin Baker","Alyson Noel","0.18181818181818177","0.0","distribooks inc",,"distribooks inc",,"0.0","0.0","distribooks inc",,"distribooks inc",,"0.0","0.0","0","210","0","210","0.0","0.0","0","210","0","210","0.0","0.0"
"WekaMatchingRule","recommendation_80109","goodreads_11438","0.9391025641025641","1","woman at point zero","woman at point zero","woman at point zero","woman at point zero","1.0","1.0","Nawal El Saadawi","Nawal El-Saadawi","Nawal El Saadawi","Nawal El-Saadawi","1.0","1.0","Nawal El Saadawi","Nawal El-Saadawi","Nawal El Saadawi","Nawal El-Saadawi","0.9375","1.0","zed books",,"zed books",,"0.0","0.0","zed books",,"zed books",,"0.0","0.0","0","112","0","112","0.0","0.0","0","112","0","112","0.0","0.0"
"WekaMatchingRule","recommendation_4717","goodreads_50192","0.06447831184056271","0","skin","skin","skin","skin","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","No Author","No Author","No Author","No Author","0.0","0.0","dell publishing company",,"dell publishing company",,"0.0","0.0","dell publishing company",,"dell publishing company",,"0.0","0.0","0","18","0","18","0.8200000000000001","0.8200000000000001","0","18","0","18","0.64","0.64"
"WekaMatchingRule","recommendation_234570","goodreads_51","0.9391025641025641","1","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","1.0","1.0","J. K. Rowling","J.K. Rowling","J. K. Rowling","J.K. Rowling","1.0","1.0","J. K. Rowling","J.K. Rowling","J. K. Rowling","J.K. Rowling","0.9230769230769231","1.0","large print press",,"large print press",,"0.0","0.0","large print press",,"large print press",,"0.0","0.0","0","320","0","320","0.0","0.0","0","320","0","320","0.0","0.0"
"WekaMatchingRule","recommendation_210884","goodreads_39546","0.06447831184056271","0","after the fire","after the fire","after the fire","after the fire","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Belva Plain","J.L. Murray","Belva Plain","J.L. Murray","0.09090909090909094","0.0","dell publishing company",,"dell publishing company",,"0.0","0.0","dell publishing company",,"dell publishing company",,"0.0","0.0","0","0","0","0","1.0","1.0","0","0","0","0","1.0","1.0"
"WekaMatchingRule","recommendation_52579","goodreads_9555","0.9391025641025641","1","the cyberiad","the cyberiad","the cyberiad","the cyberiad","1.0","1.0","Stanislaw Lem","Stanisław Lem","Stanislaw Lem","Stanisław Lem","0.3333333333333333","0.0","Stanislaw Lem","Stanisław Lem","Stanislaw Lem","Stanisław Lem","0.9230769230769231","1.0","harvest books",,"harvest books",,"0.0","0.0","harvest books",,"harvest books",,"0.0","0.0","0","295","0","295","0.0","0.0","0","295","0","295","0.0","0.0"
"WekaMatchingRule","recommendation_266340","goodreads_38977","0.06447831184056271","0","after dark","after dark","after dark","after dark","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Beverly Barton","M. Pierce","Beverly Barton","M. Pierce","0.0714285714285714","0.0","zebra books",,"zebra books",,"0.0","0.0","zebra books",,"zebra books",,"0.0","0.0","0","272","0","272","0.0","0.0","0","272","0","272","0.0","0.0"
"WekaMatchingRule","recommendation_127904","goodreads_42685","0.06447831184056271","0","after the rain","after the rain","after the rain","after the rain","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Karen White","Renee Carlino","Karen White","Renee Carlino","0.23076923076923073","0.0","zebra books",,"zebra books",,"0.0","0.0","zebra books",,"zebra books",,"0.0","0.0","0","304","0","304","0.0","0.0","0","304","0","304","0.0","0.0"
"WekaMatchingRule","recommendation_245926","goodreads_31391","0.06447831184056271","0","moo","moo","moo","moo","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Jane Smiley","Sharon Creech","Jane Smiley","Sharon Creech","0.15384615384615385","0.0","random house value pub",,"random house value pub",,"0.0","0.0","random house value pub",,"random house value pub",,"0.0","0.0","0","288","0","288","0.0","0.0","0","288","0","288","0.0","0.0"
"WekaMatchingRule","recommendation_1432","goodreads_222","0.9391025641025641","1","the silmarillion","the silmarillion","the silmarillion","the silmarillion","1.0","1.0","J.R.R. TOLKIEN","J.R.R. Tolkien","J.R.R. TOLKIEN","J.R.R. Tolkien","1.0","1.0","J.R.R. TOLKIEN","J.R.R. Tolkien","J.R.R. TOLKIEN","J.R.R. Tolkien","1.0","1.0","del rey",,"del rey",,"0.0","0.0","del rey",,"del rey",,"0.0","0.0","0","386","0","386","0.0","0.0","0","386","0","386","0.0","0.0"
"WekaMatchingRule","recommendation_266509","goodreads_43638","0.06447831184056271","0","bed of roses","bed of roses","bed of roses","bed of roses","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Rebecca Paisley","Nora Roberts","Rebecca Paisley","Nora Roberts","0.1333333333333333","0.0","dell",,"dell",,"0.0","0.0","dell",,"dell",,"0.0","0.0","0","335","0","335","0.0","0.0","0","335","0","335","0.0","0.0"
"WekaMatchingRule","recommendation_2789","goodreads_19848","0.9391025641025641","1","islands in the net","islands in the net","islands in the net","islands in the net","1.0","1.0","Bruce Sterling","Bruce Sterling","Bruce Sterling","Bruce Sterling","1.0","1.0","Bruce Sterling","Bruce Sterling","Bruce Sterling","Bruce Sterling","1.0","1.0","ace books",,"ace books",,"0.0","0.0","ace books",,"ace books",,"0.0","0.0","0","396","0","396","0.0","0.0","0","396","0","396","0.0","0.0"
"WekaMatchingRule","recommendation_114535","goodreads_38354","0.06447831184056271","0","beasts","beasts","beasts","beasts","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Stephen R. George","Joyce Carol Oates","Stephen R. George","Joyce Carol Oates","0.11764705882352944","0.0","zebra books",,"zebra books",,"0.0","0.0","zebra books",,"zebra books",,"0.0","0.0","0","154","0","154","0.0","0.0","0","154","0","154","0.0","0.0"
"WekaMatchingRule","recommendation_247539","goodreads_9554","0.9391025641025641","0","to ride pegasus","to ride pegasus","to ride pegasus","to ride pegasus","1.0","1.0","McCaffrey","Anne McCaffrey","McCaffrey","Anne McCaffrey","0.5","1.0","McCaffrey","Anne McCaffrey","McCaffrey","Anne McCaffrey","0.6428571428571428","1.0","not avail",,"not avail",,"0.0","0.0","not avail",,"not avail",,"0.0","0.0","0","232","0","232","0.0","0.0","0","232","0","232","0.0","0.0"
"WekaMatchingRule","recommendation_330","goodreads_25405","0.06447831184056271","0","nowhere to run","nowhere to run","nowhere to run","nowhere to run","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Mary Jane Clark","C.J. Box","Mary Jane Clark","C.J. Box","0.1333333333333333","0.0","st. martin's paperbacks",,"st. martin's paperbacks",,"0.0","0.0","st. martin's paperbacks",,"st. martin's paperbacks",,"0.0","0.0","0","356","0","356","0.0","0.0","0","356","0","356","0.0","0.0"
"WekaMatchingRule","recommendation_131125","goodreads_28766","0.06447831184056271","0","blood oath","blood oath","blood oath","blood oath","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","William Johnstone","Christopher Farnsworth","William Johnstone","Christopher Farnsworth","0.2272727272727273","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","0","390","0","390","0.0","0.0","0","390","0","390","0.0","0.0"
"WekaMatchingRule","recommendation_208081","goodreads_23280","0.06447831184056271","0","angel eyes","angel eyes","angel eyes","angel eyes","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Thea Devine","Shannon Dittemore","Thea Devine","Shannon Dittemore","0.2941176470588235","0.0","zebra books",,"zebra books",,"0.0","0.0","zebra books",,"zebra books",,"0.0","0.0","0","336","0","336","0.0","0.0","0","336","0","336","0.0","0.0"
