"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_258269","goodreads_38448","0.5",,"the eighth day","the eighth day","the eighth day","the eighth day","1.0","1.0","John Case","Dianne K. Salerni","John Case","Dianne K. Salerni","0.23529411764705888","0.0"
"LinearCombinationMatchingRule","recommendation_116365","goodreads_31161","0.5",,"the circle","the circle","the circle","the circle","1.0","1.0","Na","Dave Eggers","Na","Dave Eggers","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_24506","goodreads_37068","0.5",,"growing up","growing up","growing up","growing up","1.0","1.0","Russell Baker","Ariana Godoy","Russell Baker","Ariana Godoy","0.07692307692307687","0.0"
"LinearCombinationMatchingRule","recommendation_184735","goodreads_20692","0.5",,"riptide","riptide","riptide","riptide","1.0","1.0","Catherine Coulter","Amber Lea Easton","Catherine Coulter","Amber Lea Easton","0.2941176470588235","0.0"
"LinearCombinationMatchingRule","recommendation_118589","goodreads_15348","0.5",,"strangers","strangers","strangers","strangers","1.0","1.0","Taichi Yamada","Barbara Elsborg","Taichi Yamada","Barbara Elsborg","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_114850","goodreads_42925","1.0",,"edgar cayce's story of jesus","edgar cayce's story of jesus","edgar cayce's story of jesus","edgar cayce's story of jesus","1.0","1.0","Jeffrey Furst","Jeffrey Furst","Jeffrey Furst","Jeffrey Furst","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_74055","goodreads_23775","0.5",,"frog","frog","frog","frog","1.0","1.0","Stephen Dixon","Mo Yan","Stephen Dixon","Mo Yan","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_39478","goodreads_2395","0.5","0","resurrection","resurrection","resurrection","resurrection","1.0","1.0","William M. Valtos","Leo Tolstoy","William M. Valtos","Leo Tolstoy","0.23529411764705888","0.0"
"LinearCombinationMatchingRule","recommendation_172109","goodreads_51891","1.0",,"wuthering heights","wuthering heights","wuthering heights","wuthering heights","1.0","1.0","Emily Bronte","Emily Brontë","Emily Bronte","Emily Brontë","0.9166666666666666","1.0"
"LinearCombinationMatchingRule","recommendation_39350","goodreads_12645","0.5",,"a light in the window","a light in the window","a light in the window","a light in the window","1.0","1.0","Mary Roberts Rinehart","Jan Karon","Mary Roberts Rinehart","Jan Karon","0.19047619047619047","0.0"
"LinearCombinationMatchingRule","recommendation_89695","goodreads_7130","0.5",,"nightfall","nightfall","nightfall","nightfall","1.0","1.0","David Goodis","Isaac Asimov","David Goodis","Isaac Asimov","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_43369","goodreads_676","1.0",,"ivanhoe","ivanhoe","ivanhoe","ivanhoe","1.0","1.0","Sir Walter Scott","Walter Scott","Sir Walter Scott","Walter Scott","0.75","1.0"
"LinearCombinationMatchingRule","recommendation_16014","goodreads_30159","1.0",,"dumbing us down: the hidden curriculum of compulsory schooling","dumbing us down: the hidden curriculum of compulsory schooling","dumbing us down: the hidden curriculum of compulsory schooling","dumbing us down: the hidden curriculum of compulsory schooling","1.0","1.0","John Taylor Gatto","John Taylor Gatto","John Taylor Gatto","John Taylor Gatto","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_241910","goodreads_14660","1.0",,"a darker place","a darker place","a darker place","a darker place","1.0","1.0","Laurie R. King","Laurie R. King","Laurie R. King","Laurie R. King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_82679","goodreads_3587","1.0",,"the house of sleep","the house of sleep","the house of sleep","the house of sleep","1.0","1.0","Jonathan Coe","Jonathan Coe","Jonathan Coe","Jonathan Coe","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_103025","goodreads_7519","1.0",,"peace is every step: the path of mindfulness in everyday life","peace is every step: the path of mindfulness in everyday life","peace is every step: the path of mindfulness in everyday life","peace is every step: the path of mindfulness in everyday life","1.0","1.0","Thich Nhat Hanh","Thich Nhat Hanh","Thich Nhat Hanh","Thich Nhat Hanh","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_9365","goodreads_21582","1.0",,"replay","replay","replay","replay","1.0","1.0","Ken Grimwood","Ken Grimwood","Ken Grimwood","Ken Grimwood","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_60648","goodreads_15747","0.5",,"snow white and the seven dwarfs","snow white and the seven dwarfs","snow white and the seven dwarfs","snow white and the seven dwarfs","1.0","1.0","Little Golden Staff","Walt Disney Company","Little Golden Staff","Walt Disney Company","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_146183","goodreads_4342","1.0",,"shane","shane","shane","shane","1.0","1.0","Jack Schaefer","Jack Schaefer","Jack Schaefer","Jack Schaefer","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_114333","goodreads_4460","0.5",,"selected stories","selected stories","selected stories","selected stories","1.0","1.0","Alice Munro","Anton Chekhov","Alice Munro","Anton Chekhov","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_15882","goodreads_1168","1.0",,"even cowgirls get the blues","even cowgirls get the blues","even cowgirls get the blues","even cowgirls get the blues","1.0","1.0","Tom Robbins","Tom Robbins","Tom Robbins","Tom Robbins","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_209546","goodreads_2365","1.0",,"any human heart","any human heart","any human heart","any human heart","1.0","1.0","William Boyd","William  Boyd","William Boyd","William  Boyd","0.9230769230769231","1.0"
"LinearCombinationMatchingRule","recommendation_40854","goodreads_46096","1.0",,"a wrinkle in time","a wrinkle in time","a wrinkle in time","a wrinkle in time","1.0","1.0","Madeleine L'Engle","Madeleine L'Engle","Madeleine L'Engle","Madeleine L'Engle","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_233398","goodreads_3382","1.0",,"a deepness in the sky","a deepness in the sky","a deepness in the sky","a deepness in the sky","1.0","1.0","Vernor Vinge","Vernor Vinge","Vernor Vinge","Vernor Vinge","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_8791","goodreads_10739","0.5",,"the promise","the promise","the promise","the promise","1.0","1.0","Mandalyn Kaye","Jessica Sorensen","Mandalyn Kaye","Jessica Sorensen","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_59180","goodreads_15690","0.5",,"side effects","side effects","side effects","side effects","1.0","1.0","Nancy Fisher","Woody Allen","Nancy Fisher","Woody Allen","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_108943","goodreads_52936","0.5",,"hooking up","hooking up","hooking up","hooking up","1.0","1.0","Tom Wolfe","Jessica L. Degarmo","Tom Wolfe","Jessica L. Degarmo","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_722","goodreads_22618","1.0",,"the book of lights","the book of lights","the book of lights","the book of lights","1.0","1.0","Chaim Potok","Chaim Potok","Chaim Potok","Chaim Potok","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_150832","goodreads_42900","0.5",,"empress","empress","empress","empress","1.0","1.0","Sylvia Wallace","Karen Miller","Sylvia Wallace","Karen Miller","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_221496","goodreads_16263","1.0",,"glimpses","glimpses","glimpses","glimpses","1.0","1.0","Lewis Shiner","Lewis Shiner","Lewis Shiner","Lewis Shiner","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_65527","goodreads_46709","0.5",,"hide in plain sight","hide in plain sight","hide in plain sight","hide in plain sight","1.0","1.0","Leslie Waller","Marta Perry","Leslie Waller","Marta Perry","0.07692307692307687","0.0"
"LinearCombinationMatchingRule","recommendation_75856","goodreads_27391","0.5",,"balefire","balefire","balefire","balefire","1.0","1.0","Kenneth Goddard","Cate Tiernan","Kenneth Goddard","Cate Tiernan","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_97494","goodreads_27951","1.0",,"heart of darkness","heart of darkness","heart of darkness","heart of darkness","1.0","1.0","Joseph Conrad","Joseph Conrad","Joseph Conrad","Joseph Conrad","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_151581","goodreads_83","1.0",,"dune","dune","dune","dune","1.0","1.0","Frank Herbert","Frank Herbert","Frank Herbert","Frank Herbert","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_235344","goodreads_39752","1.0",,"nineteen eighty-four","nineteen eighty-four","nineteen eighty-four","nineteen eighty-four","1.0","1.0","George Orwell","George Orwell","George Orwell","George Orwell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_22913","goodreads_43723","0.5",,"shattered","shattered","shattered","shattered","1.0","1.0","Dick Francis","Kailin Gow","Dick Francis","Kailin Gow","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_234570","goodreads_51","1.0","1","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","harry potter and the sorcerer's stone","1.0","1.0","J. K. Rowling","J.K. Rowling","J. K. Rowling","J.K. Rowling","0.9230769230769231","1.0"
"LinearCombinationMatchingRule","recommendation_224278","goodreads_22873","1.0",,"dear emily","dear emily","dear emily","dear emily","1.0","1.0","Fern Michaels","Fern Michaels","Fern Michaels","Fern Michaels","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_10091","goodreads_11971","1.0",,"click, clack, moo: cows that type","click, clack, moo: cows that type","click, clack, moo: cows that type","click, clack, moo: cows that type","1.0","1.0","Doreen Cronin","Doreen Cronin","Doreen Cronin","Doreen Cronin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_208898","goodreads_51232","0.5",,"three little pigs","three little pigs","three little pigs","three little pigs","1.0","1.0","Disney","Al Dempster","Disney","Al Dempster","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","recommendation_162440","goodreads_258","1.0",,"island of the blue dolphins","island of the blue dolphins","island of the blue dolphins","island of the blue dolphins","1.0","1.0","Scott O'Dell","Scott O'Dell","Scott O'Dell","Scott O'Dell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_87738","goodreads_29922","0.5",,"justine","justine","justine","justine","1.0","1.0","Lawrence Durrell","Marquis de Sade","Lawrence Durrell","Marquis de Sade","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_158283","goodreads_30568","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","Gwendolyn Brooks","Anna Akhmatova","Gwendolyn Brooks","Anna Akhmatova","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_243067","goodreads_43558","1.0",,"very good, jeeves!","very good, jeeves!","very good, jeeves!","very good, jeeves!","1.0","1.0","P. G. Wodehouse","P.G. Wodehouse","P. G. Wodehouse","P.G. Wodehouse","0.9333333333333333","1.0"
"LinearCombinationMatchingRule","recommendation_105538","goodreads_46655","1.0",,"flowers for algernon","flowers for algernon","flowers for algernon","flowers for algernon","1.0","1.0","Daniel Keyes","Daniel Keyes","Daniel Keyes","Daniel Keyes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_105587","goodreads_49780","1.0",,"true grit","true grit","true grit","true grit","1.0","1.0","Charles Portis","Charles Portis","Charles Portis","Charles Portis","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_54439","goodreads_15081","0.5",,"bite","bite","bite","bite","1.0","1.0","C.J. Tosh","Laurell K. Hamilton","C.J. Tosh","Laurell K. Hamilton","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_233944","goodreads_16340","0.5",,"changeling","changeling","changeling","changeling","1.0","1.0","Gordon","Delia Sherman","Gordon","Delia Sherman","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_139241","goodreads_52246","0.5",,"undertow","undertow","undertow","undertow","1.0","1.0","Sally Helen Reid","Elizabeth O'Roark","Sally Helen Reid","Elizabeth O'Roark","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_151290","goodreads_45681","1.0",,"james","james","james","james","1.0","1.0","Mark Tonra","Mark Tonra","Mark Tonra","Mark Tonra","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_41304","goodreads_19154","0.5",,"summerland","summerland","summerland","summerland","1.0","1.0","Malcolm Knox","Michael Chabon","Malcolm Knox","Michael Chabon","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_195466","goodreads_36376","1.0",,"adventures of huckleberry finn","adventures of huckleberry finn","adventures of huckleberry finn","adventures of huckleberry finn","1.0","1.0","Mark Twain","Mark Twain","Mark Twain","Mark Twain","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_160490","goodreads_30933","0.5",,"switch","switch","switch","switch","1.0","1.0","Sandra Brown","Eve Newton","Sandra Brown","Eve Newton","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_74498","goodreads_34095","1.0",,"lost in the cosmos: the last self-help book","lost in the cosmos: the last self-help book","lost in the cosmos: the last self-help book","lost in the cosmos: the last self-help book","1.0","1.0","Walker Percy","Walker Percy","Walker Percy","Walker Percy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_2367","goodreads_273","1.0",,"othello","othello","othello","othello","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_19910","goodreads_34209","0.5",,"faking it","faking it","faking it","faking it","1.0","1.0","Jennifer Crusie","Diane Alberts","Jennifer Crusie","Diane Alberts","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_128392","goodreads_13522","0.5",,"always","always","always","always","1.0","1.0","Barbara Benedict","Jude Deveraux","Barbara Benedict","Jude Deveraux","0.1875","0.0"
"LinearCombinationMatchingRule","recommendation_212456","goodreads_45885","1.0",,"the black ice","the black ice","the black ice","the black ice","1.0","1.0","Michael Connelly","Michael Connelly","Michael Connelly","Michael Connelly","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_8227","goodreads_21918","1.0",,"1984","1984","1984","1984","1.0","1.0","George Orwell","George Orwell","George Orwell","George Orwell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_27214","goodreads_3738","1.0",,"knowing god","knowing god","knowing god","knowing god","1.0","1.0","Packer","J.I. Packer","Packer","J.I. Packer","0.5454545454545454","1.0"
"LinearCombinationMatchingRule","recommendation_93347","goodreads_40376","1.0",,"crash","crash","crash","crash","1.0","1.0","J. G. Ballard","J.G. Ballard","J. G. Ballard","J.G. Ballard","0.9230769230769231","1.0"
"LinearCombinationMatchingRule","recommendation_182433","goodreads_28069","0.5",,"harold and the purple crayon","harold and the purple crayon","harold and the purple crayon","harold and the purple crayon","1.0","1.0","Alison Crockett","Crockett Johnson","Alison Crockett","Crockett Johnson","0.0625","0.0"
"LinearCombinationMatchingRule","recommendation_20578","goodreads_22215","1.0",,"the murder of roger ackroyd","the murder of roger ackroyd","the murder of roger ackroyd","the murder of roger ackroyd","1.0","1.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_166635","goodreads_32447","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte BrontÃ?Â«","Charlotte Brontë","Charlotte BrontÃ?Â«","Charlotte Brontë","0.7894736842105263","1.0"
"LinearCombinationMatchingRule","recommendation_215414","goodreads_5695","1.0",,"eaters of the dead","eaters of the dead","eaters of the dead","eaters of the dead","1.0","1.0","Michael Crichton","Michael Crichton","Michael Crichton","Michael Crichton","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_112155","goodreads_15933","0.5",,"anna's book","anna's book","anna's book","anna's book","1.0","1.0","Anna","Barbara Vine","Anna","Barbara Vine","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_198697","goodreads_26708","1.0",,"the epicure's lament","the epicure's lament","the epicure's lament","the epicure's lament","1.0","1.0","KATE CHRISTENSEN","Kate Christensen","KATE CHRISTENSEN","Kate Christensen","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_95783","goodreads_38511","1.0",,"the pearl","the pearl","the pearl","the pearl","1.0","1.0","John Steinbeck","John Steinbeck","John Steinbeck","John Steinbeck","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_133005","goodreads_50721","0.5",,"fearless","fearless","fearless","fearless","1.0","1.0","Lucia St. Clair Robson","Rachel Van Dyken","Lucia St. Clair Robson","Rachel Van Dyken","0.2272727272727273","0.0"
"LinearCombinationMatchingRule","recommendation_241241","goodreads_2219","1.0",,"hannibal","hannibal","hannibal","hannibal","1.0","1.0","Thomas Harris","Thomas   Harris","Thomas Harris","Thomas   Harris","0.8666666666666667","1.0"
"LinearCombinationMatchingRule","recommendation_90580","goodreads_1382","0.5",,"haunted","haunted","haunted","haunted","1.0","1.0","James Herbert","Chuck Palahniuk","James Herbert","Chuck Palahniuk","0.06666666666666665","0.0"
"LinearCombinationMatchingRule","recommendation_72854","goodreads_29940","1.0",,"the house of the spirits","the house of the spirits","the house of the spirits","the house of the spirits","1.0","1.0","Isabel Allende","Isabel Allende","Isabel Allende","Isabel Allende","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_111177","goodreads_51865","0.5",,"the praise of folly","the praise of folly","the praise of folly","the praise of folly","1.0","1.0","Desiderius Erasmus","Erasmus","Desiderius Erasmus","Erasmus","0.38888888888888884","0.0"
"LinearCombinationMatchingRule","recommendation_188909","goodreads_27299","0.5",,"dawn","dawn","dawn","dawn","1.0","1.0","Octavia E. Butler","H. Rider Haggard","Octavia E. Butler","H. Rider Haggard","0.17647058823529416","0.0"
"LinearCombinationMatchingRule","recommendation_231324","goodreads_1997","0.5",,"desert solitaire","desert solitaire","desert solitaire","desert solitaire","1.0","1.0","Abbey","Edward Abbey","Abbey","Edward Abbey","0.41666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_27349","goodreads_27839","0.5",,"the line","the line","the line","the line","1.0","1.0","Bob McGuire","J.D. Horn","Bob McGuire","J.D. Horn","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_130130","goodreads_51240","0.5",,"second sight","second sight","second sight","second sight","1.0","1.0","Rickey Gard Diamond","Amanda Quick","Rickey Gard Diamond","Amanda Quick","0.10526315789473684","0.0"
"LinearCombinationMatchingRule","recommendation_23265","goodreads_13697","0.5",,"summer","summer","summer","summer","1.0","1.0","Edith Wharton","Karen Kingsbury","Edith Wharton","Karen Kingsbury","0.06666666666666665","0.0"
"LinearCombinationMatchingRule","recommendation_33617","goodreads_12198","0.5",,"miss match","miss match","miss match","miss match","1.0","1.0","Leslie Carroll","Erynn Mangum","Leslie Carroll","Erynn Mangum","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_45135","goodreads_36060","1.0",,"up in the air","up in the air","up in the air","up in the air","1.0","1.0","Walter Kirn","Walter Kirn","Walter Kirn","Walter Kirn","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_244089","goodreads_30579","0.5",,"lost and found","lost and found","lost and found","lost and found","1.0","1.0","M. Jerry Weiss","Oliver Jeffers","M. Jerry Weiss","Oliver Jeffers","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_191577","goodreads_14087","1.0",,"the stories of breece d'j pancake","the stories of breece d'j pancake","the stories of breece d'j pancake","the stories of breece d'j pancake","1.0","1.0","Breece D'J Pancake","Breece D'J Pancake","Breece D'J Pancake","Breece D'J Pancake","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_71718","goodreads_49877","0.5",,"tiger by the tail","tiger by the tail","tiger by the tail","tiger by the tail","1.0","1.0","Casey Claybourne","James Hadley Chase","Casey Claybourne","James Hadley Chase","0.33333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_53610","goodreads_45328","1.0",,"stop-time","stop-time","stop-time","stop-time","1.0","1.0","Frank Conroy","Frank Conroy","Frank Conroy","Frank Conroy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_43799","goodreads_45395","1.0",,"dragonworld","dragonworld","dragonworld","dragonworld","1.0","1.0","Bryon Preiss","Byron Preiss","Bryon Preiss","Byron Preiss","0.8333333333333334","1.0"
"LinearCombinationMatchingRule","recommendation_12003","goodreads_3757","1.0",,"fugitive pieces","fugitive pieces","fugitive pieces","fugitive pieces","1.0","1.0","Anne Michaels","Anne Michaels","Anne Michaels","Anne Michaels","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_1050","goodreads_32312","1.0",,"fight club","fight club","fight club","fight club","1.0","1.0","Chuck Palahniuk","Chuck Palahniuk","Chuck Palahniuk","Chuck Palahniuk","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_47712","goodreads_29252","0.5",,"return","return","return","return","1.0","1.0","Dinah Mccall","John       O'Brien","Dinah Mccall","John       O'Brien","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_19444","goodreads_26397","1.0",,"the secret life of bees","the secret life of bees","the secret life of bees","the secret life of bees","1.0","1.0","Sue Monk Kidd","Sue Monk Kidd","Sue Monk Kidd","Sue Monk Kidd","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_115103","goodreads_19524","1.0",,"the catcher in the rye","the catcher in the rye","the catcher in the rye","the catcher in the rye","1.0","1.0","J. D. Salinger","J.D. Salinger","J. D. Salinger","J.D. Salinger","0.9285714285714286","1.0"
"LinearCombinationMatchingRule","recommendation_85913","goodreads_2362","0.5",,"paradise","paradise","paradise","paradise","1.0","1.0","Phoebe Conn","Judith McNaught","Phoebe Conn","Judith McNaught","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_23003","goodreads_6959","0.5",,"the captive","the captive","the captive","the captive","1.0","1.0","Joyce Hansen","L.J. Smith","Joyce Hansen","L.J. Smith","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_156262","goodreads_36223","0.5",,"sacrifice","sacrifice","sacrifice","sacrifice","1.0","1.0","Andrew H. Vachss","Eve Newton","Andrew H. Vachss","Eve Newton","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_202877","goodreads_15379","1.0",,"blood work","blood work","blood work","blood work","1.0","1.0","Michael Connelly","Michael Connelly","Michael Connelly","Michael Connelly","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_24019","goodreads_38712","0.5",,"witch","witch","witch","witch","1.0","1.0","Barbara Michaels","Christopher Pike","Barbara Michaels","Christopher Pike","0.0625","0.0"
"LinearCombinationMatchingRule","recommendation_105422","goodreads_628","1.0",,"persuasion","persuasion","persuasion","persuasion","1.0","1.0","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_108532","goodreads_14918","1.0",,"a man called peter: the story of peter marshall","a man called peter: the story of peter marshall","a man called peter: the story of peter marshall","a man called peter: the story of peter marshall","1.0","1.0","Catherine Marshall","Catherine Marshall","Catherine Marshall","Catherine Marshall","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_181775","goodreads_26781","0.5",,"all that glitters","all that glitters","all that glitters","all that glitters","1.0","1.0","Linda Howard","Rachel Roberts","Linda Howard","Rachel Roberts","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_29943","goodreads_3491","1.0",,"dream a little dream","dream a little dream","dream a little dream","dream a little dream","1.0","1.0","Susan Elizabeth Phillips","Susan Elizabeth Phillips","Susan Elizabeth Phillips","Susan Elizabeth Phillips","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_263161","goodreads_47184","1.0",,"ashes to ashes","ashes to ashes","ashes to ashes","ashes to ashes","1.0","1.0","Tami Hoag","Tami Hoag","Tami Hoag","Tami Hoag","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_10311","goodreads_6064","0.5",,"dust","dust","dust","dust","1.0","1.0","Arthur G. Slade","Hugh Howey","Arthur G. Slade","Hugh Howey","0.2666666666666667","0.0"
"LinearCombinationMatchingRule","recommendation_80822","goodreads_49184","0.5",,"nemesis","nemesis","nemesis","nemesis","1.0","1.0","Isaac Asimov","Anna Banks","Isaac Asimov","Anna Banks","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_82317","goodreads_44752","1.0",,"thunderball","thunderball","thunderball","thunderball","1.0","1.0","Ian Fleming","Ian Fleming","Ian Fleming","Ian Fleming","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_1641","goodreads_1837","1.0",,"the indian in the cupboard","the indian in the cupboard","the indian in the cupboard","the indian in the cupboard","1.0","1.0","Lynne Reid Banks","Lynne Reid Banks","Lynne Reid Banks","Lynne Reid Banks","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_196655","goodreads_26257","0.5",,"ulysses","ulysses","ulysses","ulysses","1.0","1.0","Hugh Kenner","James Joyce","Hugh Kenner","James Joyce","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_259819","goodreads_21718","1.0",,"a christmas carol","a christmas carol","a christmas carol","a christmas carol","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_17537","goodreads_53703","1.0",,"crazy ladies","crazy ladies","crazy ladies","crazy ladies","1.0","1.0","Michael Lee West","Michael Lee West","Michael Lee West","Michael Lee West","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_8459","goodreads_12088","0.5",,"the white road","the white road","the white road","the white road","1.0","1.0","John Connolly","Lynn Flewelling","John Connolly","Lynn Flewelling","0.2666666666666667","0.0"
"LinearCombinationMatchingRule","recommendation_18000","goodreads_44","1.0",,"fahrenheit 451","fahrenheit 451","fahrenheit 451","fahrenheit 451","1.0","1.0","Ray Bradbury","Ray Bradbury","Ray Bradbury","Ray Bradbury","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_80108","goodreads_53618","1.0",,"bud, not buddy","bud, not buddy","bud, not buddy","bud, not buddy","1.0","1.0","Christopher Paul Curtis","Christopher Paul Curtis","Christopher Paul Curtis","Christopher Paul Curtis","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_43029","goodreads_42150","1.0",,"the magician of lublin","the magician of lublin","the magician of lublin","the magician of lublin","1.0","1.0","Isaac Bashevis Singer","Isaac Bashevis Singer","Isaac Bashevis Singer","Isaac Bashevis Singer","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_219645","goodreads_52421","1.0",,"malafrena","malafrena","malafrena","malafrena","1.0","1.0","Ursula K. Le Guin","Ursula K. Le Guin","Ursula K. Le Guin","Ursula K. Le Guin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_13942","goodreads_28924","1.0",,"the physics of star trek","the physics of star trek","the physics of star trek","the physics of star trek","1.0","1.0","Lawrence M. Krauss","Lawrence M. Krauss","Lawrence M. Krauss","Lawrence M. Krauss","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_101187","goodreads_37817","0.5",,"oliver twist","oliver twist","oliver twist","oliver twist","1.0","1.0","Lesley Baxter","Charles Dickens","Lesley Baxter","Charles Dickens","0.2666666666666667","0.0"
"LinearCombinationMatchingRule","recommendation_11482","goodreads_34073","0.5",,"temptation","temptation","temptation","temptation","1.0","1.0","Jude Deveraux","Nicole Edwards","Jude Deveraux","Nicole Edwards","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_152680","goodreads_17989","0.5",,"split second","split second","split second","split second","1.0","1.0","David Baldacci","Sophie McKenzie","David Baldacci","Sophie McKenzie","0.1333333333333333","0.0"
