id_recommendation,id_goodreads,value
recommendation_89865,goodreads_1118,1
recommendation_28883,goodreads_52384,1
recommendation_203241,goodreads_1777,1
recommendation_74797,goodreads_47551,1
recommendation_8557,goodreads_36145,1
recommendation_1726,goodreads_1446,1
recommendation_17323,goodreads_31058,1
recommendation_178926,goodreads_921,1
recommendation_5984,goodreads_8361,1
recommendation_230913,goodreads_41690,1
recommendation_105603,goodreads_39165,1
recommendation_56288,goodreads_6643,1
recommendation_226234,goodreads_43987,1
recommendation_51010,goodreads_13073,1
recommendation_11979,goodreads_33641,1
recommendation_156499,goodreads_34818,1
recommendation_164263,goodreads_33450,1
recommendation_173680,goodreads_23089,1
recommendation_41616,goodreads_39030,1
recommendation_68931,goodreads_10215,1
recommendation_91245,goodreads_15919,1
recommendation_113804,goodreads_178,1
recommendation_167721,goodreads_16032,1
recommendation_68008,goodreads_9323,1
recommendation_41077,goodreads_54050,1
recommendation_245464,goodreads_46333,1
recommendation_20656,goodreads_39780,1
recommendation_46569,goodreads_3582,1
recommendation_49639,goodreads_34825,1
recommendation_146026,goodreads_53133,1
recommendation_34076,goodreads_13869,1
recommendation_113867,goodreads_138,1
recommendation_52124,goodreads_45461,1
recommendation_170119,goodreads_6559,1
recommendation_176424,goodreads_1469,1
recommendation_239096,goodreads_28091,1
recommendation_147413,goodreads_16147,1
recommendation_102912,goodreads_40084,1
recommendation_105817,goodreads_46593,1
recommendation_95648,goodreads_12957,1
recommendation_30094,goodreads_566,1
recommendation_114026,goodreads_50630,1
recommendation_128967,goodreads_28216,1
recommendation_17602,goodreads_234,1
recommendation_41249,goodreads_23662,1
recommendation_5550,goodreads_42884,1
recommendation_7643,goodreads_747,1
recommendation_178383,goodreads_648,1
recommendation_266072,goodreads_10259,1
recommendation_8187,goodreads_2194,1
recommendation_99170,goodreads_45395,1
recommendation_74507,goodreads_22164,1
recommendation_39218,goodreads_10865,1
recommendation_223184,goodreads_3618,1
recommendation_5893,goodreads_29886,1
recommendation_43089,goodreads_37650,1
recommendation_59776,goodreads_31565,1
recommendation_51413,goodreads_49108,1
recommendation_3417,goodreads_44912,1
recommendation_39536,goodreads_1997,1
recommendation_1813,goodreads_890,1
recommendation_266407,goodreads_11706,1
recommendation_267532,goodreads_24373,1
recommendation_42197,goodreads_11665,1
recommendation_26691,goodreads_50885,1
recommendation_78582,goodreads_19269,1
recommendation_43374,goodreads_35003,1
recommendation_4063,goodreads_13898,1
recommendation_42874,goodreads_1136,1
recommendation_57958,goodreads_33453,1
recommendation_17872,goodreads_42752,1
recommendation_167097,goodreads_405,1
recommendation_6397,goodreads_319,1
recommendation_15398,goodreads_42742,1
recommendation_270121,goodreads_5533,1
recommendation_255494,goodreads_12425,1
recommendation_39763,goodreads_178,1
recommendation_110036,goodreads_353,1
recommendation_148432,goodreads_14215,1
recommendation_63207,goodreads_21486,1
recommendation_17938,goodreads_5724,1
recommendation_5625,goodreads_11413,1
recommendation_113834,goodreads_24441,1
recommendation_4183,goodreads_19319,1
recommendation_258017,goodreads_78,1
recommendation_20016,goodreads_48948,1
recommendation_111807,goodreads_24923,1
recommendation_214070,goodreads_12,1
recommendation_270189,goodreads_409,1
recommendation_63082,goodreads_25859,1
recommendation_63559,goodreads_14,1
recommendation_140634,goodreads_32652,1
recommendation_78572,goodreads_37176,1
recommendation_52216,goodreads_2536,1
recommendation_8988,goodreads_86,1
recommendation_4889,goodreads_40821,1
recommendation_9184,goodreads_5463,1
recommendation_17301,goodreads_36357,1
recommendation_132640,goodreads_22535,1
recommendation_20550,goodreads_14623,1
recommendation_158433,goodreads_11826,1
recommendation_216968,goodreads_12924,1
recommendation_86920,goodreads_48123,1
recommendation_14931,goodreads_45923,1
recommendation_168752,goodreads_47572,1
recommendation_93805,goodreads_35983,1
recommendation_168091,goodreads_13028,1
recommendation_26581,goodreads_1857,1
recommendation_15278,goodreads_8915,1
recommendation_55950,goodreads_41903,1
recommendation_121352,goodreads_23852,1
recommendation_126656,goodreads_48561,1
recommendation_246072,goodreads_39931,1
recommendation_6373,goodreads_2605,1
recommendation_85161,goodreads_3088,1
recommendation_3357,goodreads_37176,1
recommendation_55650,goodreads_44716,1
recommendation_21700,goodreads_35682,1
recommendation_78582,goodreads_29735,1
recommendation_176140,goodreads_51986,1
recommendation_104761,goodreads_12572,1
recommendation_25153,goodreads_41855,1
recommendation_194890,goodreads_34586,1
recommendation_80449,goodreads_5672,1
recommendation_39798,goodreads_41506,1
recommendation_9563,goodreads_41735,1
recommendation_219260,goodreads_4657,1
recommendation_6097,goodreads_2895,1
recommendation_12573,goodreads_2782,1
recommendation_196308,goodreads_47551,1
recommendation_87064,goodreads_24545,1
recommendation_36991,goodreads_8842,1
recommendation_34358,goodreads_3694,1
recommendation_1324,goodreads_19511,1
recommendation_168013,goodreads_53471,1
recommendation_27326,goodreads_1773,1
recommendation_63860,goodreads_33900,1
recommendation_85748,goodreads_29713,1
recommendation_20677,goodreads_2913,1
recommendation_180219,goodreads_2275,1
recommendation_169396,goodreads_571,1
recommendation_201130,goodreads_47210,1
recommendation_94915,goodreads_779,1
recommendation_21046,goodreads_31825,1
recommendation_30097,goodreads_9670,1
recommendation_150651,goodreads_49547,1
recommendation_61686,goodreads_5989,1
recommendation_48914,goodreads_52732,1
recommendation_87917,goodreads_53344,1
recommendation_4308,goodreads_20229,1
recommendation_197464,goodreads_46668,1
recommendation_5474,goodreads_3,1
recommendation_253622,goodreads_30242,1
recommendation_21243,goodreads_28397,1
recommendation_173178,goodreads_29783,1
recommendation_227740,goodreads_52528,1
recommendation_186818,goodreads_32389,1
recommendation_78684,goodreads_28311,1
recommendation_43244,goodreads_43926,1
recommendation_234080,goodreads_27977,1
recommendation_80023,goodreads_7002,1
recommendation_87630,goodreads_5224,1
recommendation_72805,goodreads_1442,1
recommendation_82414,goodreads_10824,1
recommendation_87850,goodreads_51291,1
recommendation_105538,goodreads_119,1
recommendation_7745,goodreads_8959,1
recommendation_160910,goodreads_23748,1
recommendation_26815,goodreads_2313,1
recommendation_49170,goodreads_50053,1
recommendation_100681,goodreads_13993,1
recommendation_959,goodreads_3941,1
recommendation_195828,goodreads_12842,1
recommendation_41731,goodreads_27898,1
recommendation_142233,goodreads_42827,1
recommendation_114812,goodreads_9335,1
recommendation_476,goodreads_2105,1
recommendation_136835,goodreads_15155,1
recommendation_15747,goodreads_31455,1
recommendation_178379,goodreads_346,1
recommendation_213303,goodreads_51668,1
recommendation_9546,goodreads_51867,1
recommendation_53449,goodreads_3421,1
recommendation_28925,goodreads_51060,1
recommendation_13308,goodreads_5814,1
recommendation_74,goodreads_2045,1
recommendation_172098,goodreads_26173,1
recommendation_221345,goodreads_20361,1
recommendation_15048,goodreads_15031,1
recommendation_253221,goodreads_52752,1
recommendation_70715,goodreads_3258,1
recommendation_209600,goodreads_35229,1
recommendation_66211,goodreads_137,1
recommendation_14398,goodreads_23856,1
recommendation_8712,goodreads_51325,1
recommendation_4831,goodreads_33653,1
recommendation_60843,goodreads_11904,1
recommendation_222451,goodreads_7000,1
recommendation_14977,goodreads_10201,1
recommendation_174854,goodreads_27486,1
recommendation_128413,goodreads_18814,1
recommendation_26525,goodreads_2365,1
recommendation_4879,goodreads_22091,1
recommendation_178473,goodreads_22963,1
recommendation_49053,goodreads_2003,1
recommendation_119829,goodreads_15033,1
recommendation_26194,goodreads_53192,1
recommendation_53375,goodreads_11911,1
recommendation_140410,goodreads_41375,1
recommendation_86924,goodreads_459,1
recommendation_236223,goodreads_13414,1
recommendation_14963,goodreads_4289,1
recommendation_100303,goodreads_10118,1
recommendation_194194,goodreads_1017,1
recommendation_183481,goodreads_13740,1
recommendation_88009,goodreads_35838,1
recommendation_147520,goodreads_14233,1
recommendation_115695,goodreads_38,1
recommendation_35634,goodreads_7276,1
recommendation_22691,goodreads_51453,1
recommendation_115167,goodreads_27025,1
recommendation_263711,goodreads_1051,1
recommendation_91405,goodreads_775,1
recommendation_126985,goodreads_53497,1
recommendation_189987,goodreads_14216,1
recommendation_32830,goodreads_50224,1
recommendation_122836,goodreads_22873,1
recommendation_78919,goodreads_5786,1
recommendation_5566,goodreads_18239,1
recommendation_15713,goodreads_15853,1
recommendation_265436,goodreads_29894,1
recommendation_37861,goodreads_345,1
recommendation_3792,goodreads_1078,1
recommendation_258660,goodreads_1084,1
recommendation_6810,goodreads_31136,1
recommendation_142523,goodreads_3457,1
recommendation_189182,goodreads_53247,1
recommendation_5773,goodreads_382,1
recommendation_28577,goodreads_4764,1
recommendation_3930,goodreads_2564,1
recommendation_17918,goodreads_26965,1
recommendation_15107,goodreads_26343,1
recommendation_254226,goodreads_47656,1
recommendation_27616,goodreads_48552,1
recommendation_210732,goodreads_11869,1
recommendation_18689,goodreads_40838,1
recommendation_27427,goodreads_1056,1
recommendation_119852,goodreads_31841,1
recommendation_82457,goodreads_16077,1
recommendation_88841,goodreads_31351,1
recommendation_773,goodreads_50562,1
recommendation_74839,goodreads_37359,1
recommendation_134481,goodreads_40,1
recommendation_182395,goodreads_26091,1
recommendation_4764,goodreads_6955,1
recommendation_69676,goodreads_28544,1
recommendation_261176,goodreads_40586,1
recommendation_15714,goodreads_13233,1
recommendation_87850,goodreads_81,1
recommendation_27388,goodreads_4624,1
recommendation_22003,goodreads_24791,1
recommendation_252967,goodreads_33008,1
recommendation_403,goodreads_108,1
recommendation_136783,goodreads_44946,1
recommendation_216532,goodreads_42340,1
recommendation_159963,goodreads_252,1
recommendation_60831,goodreads_765,1
recommendation_20536,goodreads_4,1
recommendation_83587,goodreads_31577,1
recommendation_86089,goodreads_17663,1
recommendation_93837,goodreads_26260,1
recommendation_266239,goodreads_31021,1
recommendation_248673,goodreads_1777,1
recommendation_147065,goodreads_47106,1
recommendation_106706,goodreads_37806,1
recommendation_150907,goodreads_35548,1
recommendation_85587,goodreads_51185,1
recommendation_59926,goodreads_7722,1
recommendation_87934,goodreads_32680,1
recommendation_39533,goodreads_9476,1
recommendation_1094,goodreads_51707,1
recommendation_18505,goodreads_8303,1
recommendation_105538,goodreads_40355,1
recommendation_128115,goodreads_37327,1
recommendation_70894,goodreads_69,1
recommendation_223540,goodreads_4508,1
recommendation_76170,goodreads_36939,1
recommendation_229332,goodreads_17237,1
recommendation_257069,goodreads_7417,1
recommendation_246039,goodreads_10110,1
recommendation_3114,goodreads_3462,1
recommendation_76672,goodreads_3072,1
recommendation_186357,goodreads_459,1
recommendation_173749,goodreads_42985,1
recommendation_199216,goodreads_6863,1
recommendation_236443,goodreads_29861,1
recommendation_974,goodreads_50824,1
recommendation_120819,goodreads_48589,1
recommendation_181591,goodreads_46677,1
recommendation_37587,goodreads_1732,1
recommendation_23001,goodreads_31946,1
recommendation_43670,goodreads_41121,1
recommendation_2070,goodreads_4785,1
recommendation_47456,goodreads_52013,1
recommendation_183784,goodreads_35289,1
recommendation_39159,goodreads_15267,1
recommendation_28648,goodreads_45329,1
recommendation_229444,goodreads_34788,1
recommendation_82510,goodreads_104,1
recommendation_28595,goodreads_28486,1
recommendation_3339,goodreads_964,1
recommendation_18689,goodreads_47914,1
recommendation_111764,goodreads_537,1
recommendation_33153,goodreads_28354,1
recommendation_149833,goodreads_54255,1
recommendation_995,goodreads_4501,1
recommendation_253415,goodreads_42340,1
recommendation_213828,goodreads_11116,1
recommendation_161130,goodreads_31968,1
recommendation_18000,goodreads_43968,1
recommendation_30171,goodreads_1307,1
recommendation_1916,goodreads_53590,1
recommendation_74866,goodreads_27996,1
recommendation_57744,goodreads_3807,1
recommendation_270668,goodreads_13633,1
recommendation_41729,goodreads_44990,1
recommendation_247156,goodreads_33803,1
recommendation_37219,goodreads_51739,1
recommendation_26885,goodreads_44990,1
recommendation_266865,goodreads_11650,1
recommendation_49095,goodreads_40836,1
recommendation_242383,goodreads_19357,1
recommendation_86572,goodreads_3269,1
recommendation_110861,goodreads_49807,1
recommendation_2105,goodreads_9988,1
recommendation_32420,goodreads_70,1
recommendation_27322,goodreads_5157,1
recommendation_28132,goodreads_3277,1
recommendation_72292,goodreads_51867,1
recommendation_178132,goodreads_27892,1
recommendation_18659,goodreads_13651,1
recommendation_114034,goodreads_44099,1
recommendation_126492,goodreads_15710,1
recommendation_34373,goodreads_11247,1
recommendation_157706,goodreads_28384,1
recommendation_130,goodreads_7485,1
recommendation_17522,goodreads_46093,1
recommendation_178926,goodreads_52894,1
recommendation_17798,goodreads_24510,1
recommendation_115301,goodreads_26775,1
recommendation_237415,goodreads_13499,1
recommendation_196234,goodreads_50228,1
recommendation_5071,goodreads_319,1
recommendation_49431,goodreads_26593,1
recommendation_68006,goodreads_10128,1
recommendation_127019,goodreads_26652,1
recommendation_13801,goodreads_1370,1
recommendation_12578,goodreads_189,1
recommendation_108685,goodreads_48546,1
recommendation_144451,goodreads_49980,1
recommendation_4451,goodreads_1114,1
recommendation_35240,goodreads_49237,1
recommendation_94534,goodreads_13607,1
recommendation_243784,goodreads_12115,1
recommendation_70325,goodreads_15574,1
recommendation_48094,goodreads_44346,1
recommendation_28481,goodreads_33701,1
recommendation_203700,goodreads_4832,1
recommendation_162253,goodreads_20979,1
recommendation_22167,goodreads_9017,1
recommendation_246228,goodreads_36064,1
recommendation_124790,goodreads_15853,1
recommendation_179177,goodreads_1296,1
recommendation_7396,goodreads_159,1
recommendation_130607,goodreads_19921,1
recommendation_167656,goodreads_74,1
recommendation_243781,goodreads_50270,1
recommendation_13883,goodreads_15137,1
recommendation_122616,goodreads_6546,1
recommendation_16239,goodreads_10523,1
recommendation_52810,goodreads_3409,1
recommendation_15500,goodreads_3490,1
recommendation_4823,goodreads_16136,1
recommendation_74537,goodreads_44958,1
recommendation_14680,goodreads_30205,1
recommendation_70111,goodreads_6908,1
recommendation_236799,goodreads_31546,1
recommendation_114806,goodreads_8904,1
recommendation_166843,goodreads_10923,1
recommendation_248931,goodreads_52973,1
recommendation_370,goodreads_1967,1
recommendation_24357,goodreads_3084,1
recommendation_176424,goodreads_28330,1
recommendation_106601,goodreads_6694,1
recommendation_47000,goodreads_733,1
recommendation_18405,goodreads_34823,1
recommendation_212858,goodreads_4176,1
recommendation_28229,goodreads_22068,1
recommendation_127085,goodreads_53438,1
recommendation_29640,goodreads_40355,1
recommendation_61219,goodreads_978,1
recommendation_30225,goodreads_12196,1
recommendation_77266,goodreads_15728,1
recommendation_117181,goodreads_43646,1
recommendation_92218,goodreads_875,1
recommendation_152538,goodreads_2075,1
recommendation_7159,goodreads_15506,1
recommendation_31131,goodreads_53739,1
recommendation_145851,goodreads_52058,1
recommendation_172272,goodreads_10391,1
recommendation_91351,goodreads_48727,1
recommendation_202958,goodreads_42884,1
recommendation_22413,goodreads_1138,1
recommendation_171294,goodreads_51891,1
recommendation_95640,goodreads_19357,1
recommendation_270647,goodreads_53720,1
recommendation_95331,goodreads_22797,1
recommendation_45831,goodreads_11282,1
recommendation_169965,goodreads_8282,1
recommendation_20843,goodreads_14872,1
recommendation_63054,goodreads_8809,1
recommendation_23265,goodreads_37369,1
recommendation_1055,goodreads_4453,1
recommendation_234951,goodreads_45673,1
recommendation_80703,goodreads_6310,1
recommendation_98226,goodreads_13721,1
recommendation_57503,goodreads_6446,1
recommendation_235344,goodreads_21924,1
recommendation_196102,goodreads_8493,1
recommendation_62560,goodreads_35531,1
recommendation_96195,goodreads_806,1
recommendation_151197,goodreads_1375,1
recommendation_2231,goodreads_24168,1
recommendation_258828,goodreads_52062,1
recommendation_33717,goodreads_7024,1
recommendation_50181,goodreads_30200,1
recommendation_114885,goodreads_27088,1
recommendation_105428,goodreads_5893,1
recommendation_34591,goodreads_31438,1
recommendation_263280,goodreads_7018,1
recommendation_207903,goodreads_18061,1
recommendation_11666,goodreads_2109,1
recommendation_57816,goodreads_2386,1
recommendation_23710,goodreads_7669,1
recommendation_57971,goodreads_53156,1
recommendation_39644,goodreads_4343,1
recommendation_123447,goodreads_15196,1
recommendation_219255,goodreads_12342,1
recommendation_112805,goodreads_23644,1
recommendation_116672,goodreads_6893,1
recommendation_256878,goodreads_21631,1
recommendation_104678,goodreads_2494,1
recommendation_13462,goodreads_40979,1
recommendation_73284,goodreads_13195,1
recommendation_120291,goodreads_21631,1
recommendation_9587,goodreads_19883,1
recommendation_212434,goodreads_1949,1
recommendation_60248,goodreads_50053,1
recommendation_8947,goodreads_19299,1
recommendation_91494,goodreads_21974,1
recommendation_155491,goodreads_41096,1
recommendation_24322,goodreads_25787,1
recommendation_86090,goodreads_53196,1
recommendation_59903,goodreads_9749,1
recommendation_149365,goodreads_12387,1
recommendation_232293,goodreads_5218,1
recommendation_2912,goodreads_11634,1
recommendation_13285,goodreads_7815,1
recommendation_140232,goodreads_5851,1
recommendation_90813,goodreads_960,1
recommendation_2486,goodreads_4610,1
recommendation_256454,goodreads_94,1
recommendation_54927,goodreads_31549,1
recommendation_189055,goodreads_52879,1
recommendation_120728,goodreads_305,1
recommendation_69806,goodreads_336,1
recommendation_11055,goodreads_1034,1
recommendation_27696,goodreads_13077,1
recommendation_171509,goodreads_21775,1
recommendation_16825,goodreads_15497,1
recommendation_32892,goodreads_4720,1
recommendation_18401,goodreads_8287,1
recommendation_246076,goodreads_24814,1
recommendation_245837,goodreads_758,1
recommendation_46225,goodreads_1611,1
recommendation_206689,goodreads_31444,1
recommendation_246690,goodreads_4461,1
recommendation_89355,goodreads_25176,1
recommendation_2104,goodreads_4240,1
recommendation_6254,goodreads_37176,1
recommendation_184461,goodreads_26128,1
recommendation_24691,goodreads_28299,1
recommendation_23128,goodreads_30166,1
recommendation_78395,goodreads_13441,1
recommendation_67682,goodreads_49788,1
recommendation_55,goodreads_34757,1
recommendation_75372,goodreads_29920,1
recommendation_74838,goodreads_4657,1
recommendation_57987,goodreads_38835,1
recommendation_69484,goodreads_9357,1
recommendation_37284,goodreads_4698,1
recommendation_196308,goodreads_24046,1
recommendation_268052,goodreads_12354,1
recommendation_23914,goodreads_321,1
recommendation_12936,goodreads_6598,1
recommendation_62525,goodreads_9342,1
recommendation_243674,goodreads_45728,1
recommendation_2076,goodreads_9340,1
recommendation_85524,goodreads_27041,1
recommendation_150647,goodreads_3038,1
recommendation_219675,goodreads_295,1
recommendation_54946,goodreads_14589,1
recommendation_110737,goodreads_8925,1
recommendation_137724,goodreads_26397,1
recommendation_103,goodreads_62,1
recommendation_58983,goodreads_52511,1
recommendation_134166,goodreads_14454,1
recommendation_4817,goodreads_21683,1
recommendation_51607,goodreads_53545,1
recommendation_258635,goodreads_37847,1
recommendation_205072,goodreads_8689,1
recommendation_83362,goodreads_50488,1
recommendation_15709,goodreads_33453,1
recommendation_30696,goodreads_14769,1
recommendation_93556,goodreads_37319,1
recommendation_235462,goodreads_16119,1
recommendation_119037,goodreads_775,1
recommendation_85006,goodreads_12782,1
recommendation_46429,goodreads_24728,1
recommendation_141430,goodreads_53658,1
recommendation_75041,goodreads_34799,1
recommendation_115274,goodreads_6753,1
recommendation_9455,goodreads_5989,1
recommendation_207337,goodreads_7557,1
recommendation_65626,goodreads_30159,1
recommendation_146172,goodreads_37806,1
recommendation_74,goodreads_45560,1
recommendation_2654,goodreads_1066,1
recommendation_268506,goodreads_40484,1
recommendation_167573,goodreads_19180,1
recommendation_115932,goodreads_39424,1
recommendation_12894,goodreads_427,1
recommendation_225643,goodreads_1120,1
recommendation_152152,goodreads_51956,1
recommendation_213844,goodreads_17512,1
recommendation_207412,goodreads_14012,1
recommendation_36470,goodreads_51023,1
recommendation_9286,goodreads_480,1
recommendation_76408,goodreads_4358,1
recommendation_55566,goodreads_22480,1
recommendation_195372,goodreads_36430,1
recommendation_35130,goodreads_2550,1
recommendation_9574,goodreads_1778,1
recommendation_1558,goodreads_160,1
recommendation_17601,goodreads_53739,1
recommendation_92082,goodreads_12790,1
recommendation_236251,goodreads_9415,1
recommendation_191408,goodreads_44172,1
recommendation_99694,goodreads_49482,1
recommendation_153160,goodreads_1088,1
recommendation_27651,goodreads_15034,1
recommendation_7878,goodreads_14169,1
recommendation_13631,goodreads_1501,1
recommendation_113836,goodreads_52756,1
recommendation_43344,goodreads_23532,1
recommendation_149640,goodreads_48392,1
recommendation_270363,goodreads_34912,1
recommendation_251239,goodreads_12646,1
recommendation_102944,goodreads_46146,1
recommendation_152835,goodreads_1123,1
recommendation_166504,goodreads_34456,1
recommendation_106599,goodreads_23733,1
recommendation_241240,goodreads_770,1
recommendation_1704,goodreads_18954,1
recommendation_28732,goodreads_8363,1
recommendation_108252,goodreads_30094,1
recommendation_159096,goodreads_23294,1
recommendation_78938,goodreads_43451,1
recommendation_53714,goodreads_9210,1
recommendation_152218,goodreads_8857,1
recommendation_158719,goodreads_53231,1
recommendation_17928,goodreads_16171,1
recommendation_91343,goodreads_34149,1
recommendation_268895,goodreads_41039,1
recommendation_4478,goodreads_19524,1
recommendation_65268,goodreads_1066,1
recommendation_205494,goodreads_299,1
recommendation_31231,goodreads_13505,1
recommendation_177429,goodreads_50239,1
recommendation_128894,goodreads_37548,1
recommendation_27150,goodreads_36528,1
recommendation_145752,goodreads_20794,1
recommendation_82899,goodreads_38728,1
recommendation_44811,goodreads_45935,1
recommendation_29640,goodreads_119,1
recommendation_211705,goodreads_54080,1
recommendation_186720,goodreads_15649,1
recommendation_497,goodreads_43284,1
recommendation_67728,goodreads_28216,1
recommendation_17059,goodreads_1046,1
recommendation_173808,goodreads_4413,1
recommendation_120811,goodreads_45975,1
recommendation_114263,goodreads_8287,1
recommendation_14022,goodreads_1641,1
recommendation_25389,goodreads_1781,1
recommendation_158427,goodreads_275,1
recommendation_110382,goodreads_702,1
recommendation_65844,goodreads_34,1
recommendation_245464,goodreads_32288,1
recommendation_15015,goodreads_21864,1
recommendation_8623,goodreads_3003,1
recommendation_17582,goodreads_31765,1
recommendation_196765,goodreads_5822,1
recommendation_104801,goodreads_42220,1
recommendation_133508,goodreads_47908,1
recommendation_253786,goodreads_4415,1
recommendation_18000,goodreads_43561,1
recommendation_8227,goodreads_22093,1
recommendation_155489,goodreads_747,1
recommendation_47927,goodreads_48727,1
recommendation_200243,goodreads_22,1
recommendation_125559,goodreads_16085,1
recommendation_6543,goodreads_5879,1
recommendation_3700,goodreads_279,1
recommendation_164746,goodreads_44636,1
recommendation_269339,goodreads_101,1
recommendation_63205,goodreads_33,1
recommendation_167360,goodreads_4082,1
recommendation_148960,goodreads_33228,1
recommendation_91351,goodreads_46615,1
recommendation_3357,goodreads_49626,1
recommendation_199207,goodreads_6121,1
recommendation_76098,goodreads_28961,1
recommendation_88750,goodreads_26347,1
recommendation_138849,goodreads_12993,1
recommendation_6745,goodreads_45815,1
recommendation_74691,goodreads_3659,1
recommendation_68931,goodreads_903,1
recommendation_34710,goodreads_5469,1
recommendation_74797,goodreads_24046,1
recommendation_20868,goodreads_812,1
recommendation_142274,goodreads_42827,1
recommendation_1822,goodreads_7128,1
recommendation_6287,goodreads_22892,1
recommendation_92483,goodreads_28181,1
recommendation_256068,goodreads_14297,1
recommendation_143911,goodreads_7877,1
recommendation_70381,goodreads_35470,1
recommendation_132712,goodreads_1164,1
recommendation_203111,goodreads_45815,1
recommendation_147475,goodreads_31913,1
recommendation_238157,goodreads_46629,1
recommendation_122802,goodreads_588,1
recommendation_17458,goodreads_2025,1
recommendation_8797,goodreads_1599,1
recommendation_82880,goodreads_4358,1
recommendation_49566,goodreads_1338,1
recommendation_1935,goodreads_4754,1
recommendation_108113,goodreads_22038,1
recommendation_265590,goodreads_31947,1
recommendation_62617,goodreads_19779,1
recommendation_104441,goodreads_5580,1
recommendation_59439,goodreads_11259,1
recommendation_270189,goodreads_41506,1
recommendation_52146,goodreads_44386,1
recommendation_111251,goodreads_566,1
recommendation_175650,goodreads_49498,1
recommendation_5739,goodreads_29767,1
recommendation_14193,goodreads_3966,1
recommendation_268124,goodreads_47,1
recommendation_113817,goodreads_52624,1
recommendation_72652,goodreads_24131,1
recommendation_3910,goodreads_34632,1
recommendation_33223,goodreads_31141,1
recommendation_162650,goodreads_41929,1
recommendation_145243,goodreads_9156,1
recommendation_125365,goodreads_51668,1
recommendation_146438,goodreads_21465,1
recommendation_34613,goodreads_50199,1
recommendation_93185,goodreads_30037,1
recommendation_5474,goodreads_10814,1
recommendation_5017,goodreads_14447,1
recommendation_26803,goodreads_30277,1
recommendation_124549,goodreads_48264,1
recommendation_65810,goodreads_346,1
recommendation_53579,goodreads_23310,1
recommendation_11096,goodreads_1031,1
recommendation_4301,goodreads_43241,1
recommendation_98555,goodreads_24528,1
recommendation_26931,goodreads_49819,1
recommendation_2747,goodreads_14000,1
recommendation_126370,goodreads_38108,1
recommendation_68654,goodreads_31565,1
recommendation_3924,goodreads_21391,1
recommendation_237977,goodreads_5289,1
recommendation_114369,goodreads_309,1
recommendation_13793,goodreads_32406,1
recommendation_49831,goodreads_31699,1
recommendation_93659,goodreads_4803,1
recommendation_173681,goodreads_8667,1
recommendation_91800,goodreads_290,1
recommendation_48150,goodreads_22436,1
recommendation_53184,goodreads_28397,1
recommendation_39798,goodreads_409,1
recommendation_14681,goodreads_904,1
recommendation_137135,goodreads_8581,1
recommendation_180331,goodreads_45016,1
recommendation_8146,goodreads_40013,1
recommendation_45369,goodreads_22280,1
recommendation_12599,goodreads_22706,1
recommendation_189056,goodreads_35767,1
recommendation_6172,goodreads_16899,1
recommendation_88653,goodreads_1051,1
recommendation_199207,goodreads_24131,1
recommendation_103567,goodreads_21994,1
recommendation_90949,goodreads_131,1
recommendation_30429,goodreads_18954,1
recommendation_56438,goodreads_6472,1
recommendation_87852,goodreads_40545,1
recommendation_180654,goodreads_3060,1
recommendation_262487,goodreads_51992,1
recommendation_246102,goodreads_20886,1
recommendation_5595,goodreads_51153,1
recommendation_52461,goodreads_15629,1
recommendation_3760,goodreads_47551,1
recommendation_92327,goodreads_16176,1
recommendation_115170,goodreads_20573,1
recommendation_224325,goodreads_53531,1
recommendation_142512,goodreads_9518,1
recommendation_268726,goodreads_4964,1
recommendation_148668,goodreads_39054,1
recommendation_17914,goodreads_35671,1
recommendation_306,goodreads_4893,1
recommendation_35603,goodreads_52070,1
recommendation_41258,goodreads_6679,1
recommendation_6183,goodreads_8655,1
recommendation_205475,goodreads_13058,1
recommendation_32422,goodreads_47814,1
recommendation_34217,goodreads_4501,1
recommendation_222125,goodreads_202,1
recommendation_238081,goodreads_53300,1
recommendation_20770,goodreads_47844,1
recommendation_129423,goodreads_46692,1
recommendation_91625,goodreads_26564,1
recommendation_16819,goodreads_31536,1
recommendation_78671,goodreads_39320,1
recommendation_93018,goodreads_6746,1
recommendation_52725,goodreads_26091,1
recommendation_222204,goodreads_1297,1
recommendation_172183,goodreads_31903,1
recommendation_26968,goodreads_7124,1
recommendation_41258,goodreads_39207,1
recommendation_102854,goodreads_98,1
recommendation_148109,goodreads_38221,1
recommendation_94526,goodreads_21535,1
recommendation_63486,goodreads_51285,1
recommendation_63655,goodreads_5059,1
recommendation_4086,goodreads_36636,1
recommendation_28925,goodreads_358,1
recommendation_90920,goodreads_34332,1
recommendation_29424,goodreads_77,1
recommendation_26234,goodreads_51752,1
recommendation_94521,goodreads_40888,1
recommendation_89363,goodreads_38529,1
recommendation_155571,goodreads_305,1
recommendation_133197,goodreads_22698,1
recommendation_87210,goodreads_4880,1
recommendation_72630,goodreads_28662,1
recommendation_157988,goodreads_9069,1
recommendation_147127,goodreads_13038,1
recommendation_19950,goodreads_47551,1
recommendation_1215,goodreads_236,1
recommendation_207903,goodreads_454,1
recommendation_74813,goodreads_45247,1
recommendation_90072,goodreads_8175,1
recommendation_72652,goodreads_6121,1
recommendation_1116,goodreads_403,1
recommendation_71361,goodreads_6510,1
recommendation_228409,goodreads_13231,1
recommendation_21225,goodreads_1446,1
recommendation_61435,goodreads_2630,1
recommendation_19494,goodreads_11903,1
